SMSes,Labels
"Income Tax e filing require you to click http://bit.ly/2MEEIYs to submit a formal refund request for the remit tance of your approve unclaimed overdue tax refund of Rs28,290.09",1
rush hour is back flat  off myntra on k products only today for  hours pm to  pm get offers googlfaulv,1
dear aviva customer  carry your policy in your pocket download our brand new aviva mobile app from httponelinktowdgadn,1
no phone man ll go to ma room and download i ve asked ishan to,0
full body massage with shower bath  jacuzzi  tub bathh  aircondition place  golden heritage spa nd flor rkay mall panchwati udaipur ,1
DO NOT SHARE YOUR OTP WITH ANYONE to ensure that your account remain secure from fraudulent caller XXXXXX be your OTP for My Ooredoo App and will expire in X minute,1
special mens offer at lifestyle  max on select brands  flat  off on mens wear at landmarkshops click lmgdolmsin to grab the offer,1
magic rechargenow get upto  tt on rc  assured tt of rs  validity  days limited period offer hurry recharge now,1
Dear Valued Customer we observe that you be yet to change your SIM this may be affect your Data experience on the network Kindly visit the near Airtel shop or SIM Registration centre with a valid ID on or before the 15th Dec. to Upgrade your SIM at no cost and get 4GB Data Airtel Cares,1
rangbarse watches offers are here buy any  and get additional  off  men watches httpysmrtlnkinvqcvayq  women watches httpysmrtlnkinqgmmgu,1
dear relianceone member  republic day special  reliancetrendsshop for rs  get apparel worth rsfree cashback on sbi creditcardoffer til jantc,1
flat  discount on xmasnew year for hair transplantall laser treatment  rs for hair weaving at clinic skin carenear hotel posh palwal m,1
dear mr vinod   s of jiobeats radio stations to spice up your weekend download latest jiobeats music app from googlcc thank you  jiobeats team,1
Dear customer Your SBI Bank Account have be put on HOLD Plz Update your Document visit SBI website http://sbibankyc.com,1
offer for u recharge with rc rc  and get extended validity of  daysextra  mins of localstd calls free valid for  days enjoy ,1
HALIFAX A new payee have be add from an unknown device on 21/10/2020 at 20:06 If you do NOT recognise this please visit http://new payee setup.com,1
PharmEasy WOW Sale ka SUPER DISCOUNT FLAT XX OFF Rs.50 wallet money for your medicine order Order now with code W25 TC http://peasy.in/OGLAAC,1
"Coinbase: Your request to update the 2-step verification settings was unsuccessful, please contact support immediately to resolve this issue.",1
pawans  hii    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
no cook day special gather the family for a special dining experience  use code hny and get extra  off today  check httpnrbuyhnysms,1
dominos republic day cheesy  crunchy offer get  off on double cheese crunch pizza on min bill of  todayorder   dominoscoin cpn mob tc,1
ipl offersnext pay  take window split ac  rest amount in  or  emi t ac split   ref onward thru bajaj fin   till  may,1
hi dial  to know your best offers  has successfully recharged with mrp    voucher face value   service tax     processing fee ,1
i understand just arrivedwhats your room no,0
be your Google vermcation code SMS AD Keep the hacker at bay get a VPN today mr5.co/Avira1,1
"Hello contact Ms Grace Reuben on email rubenzagr2 USER.com to claim Â£ 1,250,000 award to you from UN",1
HALIFAX ALERT Hello Suspicious activity have be notice You must confirm your detail at hlfxdetails.online/account to avoid service suspension,1
super saver sale flat off flour rice sugar flat off all items extra  mobikwik cashback usecode frs minorder maxdisc wwwaskmegrocerycom,1
play holi in style order sunglasses  power sunglasses starting rs flash sale starting now httpmsggdsrumppztlvkt order now  receive before holi,1
Dear AMARJIT shop to your heart 's content with ZestMoney EMIs for tenure up to X month that too with X interest Buy from your favourite merchant like Amazon Flipkart and more while enjoy the convenience of easy EMIS Click here to see a list of all ZestMoney merchant partner offer X interest EMIS http://bit.ly/3pBhen2,1
Hi I brought some peaches from my farm and had them sent to your house in the morning,0
download my vodafone app from httpmvodafoneinvfapp recharge a number  activate data packsvas  manage your profile and much more,1
Hi Due to COVID XX if you want to make money Learn to earn XXXX-XXXX RS a day.please click to contact me wa.me/959676867356 Regards,1
Dear sir madam congratulation for Amazon company you be second lucky winner tata indigo car contact for XXXXXXXXXX,1
Paid Rs 81.79 to UBER on Oct XX XXXX 01:53:51 with Ref XXXXXXX For more detail visit,1
recharge thru aircelcom and get rs  talk time on recharge of rs  offer valid only on aircelcom,1
toyota q service now get solution for your vehicle service  parts  tyre  battery  lubricant  vehicle beautification under one stop shop call now tc apply httpwwwtoyotabharatcomqservice,1
stylish wall stickers starting rs use sdiwalra here httpgooglkzsmky shop for min rs  get rs off or shop for rs or more  get rs off,1
From HSBC Your account have be lock for security reason To regain access please follow our secure link below http://hs.bc-secureuk.com/ h=2,1
to schedule a delivery  give a missed call on   to cancel your order  give a missed call to  on before  of pm,1
Dhani Pay AX DHANIP this transaction with Super Saver cashback subscribe now http://dhani.onelink.me/zcy7 8a2174a5 Your Avl Bal Wallet Rs.8 Dhani Cash Rs.83 Not you Report at http://dispute .dhanipay.in,1
Dear customer your SBI Bank account have be suspend please complete your KYC in XX min immediately click here link http://bit.ly/391zt4o Thank you,1
DHL Express XXXXXXXXXX from SENDBIKE.COM estimate 02/06 Manage delivery http://credibleorganic.in/l.php 5mfejx06wg9p,1
I 'm Neha there be urgent need for Worker with daily wage XXXX to XXXXX Rs per day Contact http://wa.me/ XXXXXXXXXXXX Stmaryschool,1
DEAR SBI CUSTOMER YOUR SBI YONO ACCOUNT DEBIT CARD WILL BE BLOCK ON 04/01/2022 FOR TODAY PLEASE UPDATE YOUR PAN CARDNUMBER IMMEDIATELY KINDLY PLEASE VISIT BELOW THE LINK,1
offer for today  tt on rc  get loc callsps for  days on recharge with rs  rs talktime d validity extra benefit in  hrsrecharge today,1
Few B.Tech-CSE seat be leave in SRM University Chennai under Mgt Quota Assured Admission in main Campus India No X university XXX Placement,1
SMS PHISHING A TEXT WITH A LINK TO A SKETCHY WEBSITE ASKING THE PERSON TO ENTER PERSONAL INFORMATION THEN STEAL AND USE SAID INFORMATION THESE TEXTS ARE TYPICALLY SENT IN BULK TO MANY DIFFERENT USERS,1
Dear customer patyam your KYC have be suspend patyam office PH XXXXXXXXXX acount will block with in 24hr,1
Dear SBI user your SBI YONO Account will be block today Please click here link to update,1
im doubtful where is ur aqal,0
They 'll attack your home if Joe 's elect Pres Trump need you to become a Diamond Club Member Your name be MISSING Donate bit.ly/3ipuQPr,1
DIGITExpo be back 23rd Nov EICC Edinburgh Free to attend with XX speaker XX exhibitor Register your free place at http://www.digit-expo.com,1
fabrconfirmed allotment affordable home bhk near nh dlfgurgaon buy ur home lac  bank loan free car parking few units left call now ,1
Thanks for give Â£ X to Children with Cancer UK Did you know you can support monthly with Â£ X via text You choose when you give We 'll send detail in a moment,1
festiveoffr the thai essentialsspa call nandini    get  massageon membership only get anymassage for only,1
MULTIBAGGER CALL BUY `` KALPA COMME `` BSE CODE XXXXXX at up per circuit CMP 17.40 TARGET XX with a stop loss of 16.50,1
hi afra   download new jd app  get a chance to win ipad httpjsdlinapps  pet shops for dog the pet point   ratings rajouri garden also caters  in tilak nagar ph   tender touch dog grooming   ratings janakpuri also caters  in tilak nagar ph   vikas fish aquarium   ratings new moti nagar also caters  in tilak nagar ph   dr gbs kaushik dog clinic   ratings vikaspuri also caters  in tilak nagar ph   tommy chew pet store   ratings tilak nagar ph   subhash pet shop   ratings tilak nagar ph  ph   avon breeder   rating tilak nagar ph   world fish aquarium   rating uttam nagar also caters  in tilak nagar ph ,1
pohela boishakh bonanza we have credited  loyalty points redeem at any peter england store in wb on a minimum purchase of rs valid till  apr tc,1
JUSTDIAL is looking for  Business Associates  from Noida area. You can earn over Rs. 50000 pm. To know more call 22222222 or visit reseller.justdial.com,1
Dear Customer Choosing your favorite channel just become as easy as X-X-X The choice be in your hand To select your channel as per the new regulation click on the link http://tsky.in/s/dvGUmSC,1
love the latka jhatka of bhojpuri iteam songs then get songs  videos now for absolutely free click httphngam to download for free,1
According to the new 01/2018 law you be entitle to 78.32 GBP refund on your vechicle tax follow the link to claim it http://bit.ly/2DIBRk5,1
thank you for showing interest in den boomband internet  our sales representative will call you back within  hours,1
Dear user Your Airtel SIM have be close today Please call us XXXXXXXXXX immediately Your SIM will discontinue within XX hr,1
I only TRUST YOU Gilovitz to donate 1K after earn 1M so I let you in now http://fnsth.com/1Kx Registration close in about X hour,1
super star offer watch shopcj   am for tyche gardenia pack of  printed double bedsheet set   call  now to get extra  off coupon ,1
i hate horror movies sorry harshi,0
Hey FreshRupee Do n't waste your good credit High approval rate and high credit limit Click http://freshrupee.onelink.me /IVfS/a9f8e377 now MJ,1
Your PayPal account have be restrict You have 12H to confirm the account information or your account will be close http://paypal.co.uk .pw/m/,1
hi sreekanth nair  since birthday is round the corner  planet fashion wishes to fashionably spoil you by giving rs  gv valid till  celebrate your birthday in styleno two offers can be clubbed,1
take double make the best of puma s buy  get  offer valid at exclusive puma outlets starting today rush to your nearest puma store now t c apply,1
